passage,true_label,predicted_label
"Lesioning of dopamine neurons by injection of 6-hydroxydopamine into the nucleus accumbens blocked the increased rearing activity measured in the open-field and induced by injection into the ventral tegmental area of: [R)-3-(N-hydroxylcarboxamido-2-benzyl-propanoyl)-L-alanine), kelatorphan (complete inhibitor of enkephalin catabolism) or by (Tyr-D-Ser(OtBu)-Gly-Phe-Leu-Thr(OtBu)): BUBU (selective delta agonist) but not the hypolocomotion evoked by the mu agonist (Tyr-D-Ala-Gly-N(Me)-Phe-Glyol): DAMGO.",0,0
"More effective methods to detect bovine tuberculosis, caused by Mycobacterium bovis, in wildlife, is of paramount importance for preventing disease spread to other wild animals, livestock, and human beings.",0,0
"Interestingly, three eukaryotic glucose-6-phosphate dehydrogenase (G6PDH) isozymes, from human, rabbit, and Plasmodium falciparum, contain Pgl domains, suggesting that the sequential reactions of G6PDH and Pgl are incorporated in a single protein.",0,0
"The most frequently encountered taxa from Penicillium genera were Penicillium chrysogenum (found in 22.73 %), Penicillium brevicompactum (13.64 %), Penicillium crustosum (11.36 %) and Penicillium griseofulvum (11.36 %).",0,0
"For this reason, the objective of this work was to control the pupal stage with a formulation based on the entomopathogenic fungus Beauveria pseudobassiana in urban areas.",0,0
"The allergenic cross-reactivity between storage mites (Lepidoglyphus destructor, Glycyphagus domesticus, Tyrophagus putrescentiae and Acarus siro) and the house dust mite Dermatophagoides pteronyssinus was studied with the radio-allergo-sorbent test (RAST) and the RAST inhibition technique.",0,0
"The bacteria were Streptococcus (n = 6) with Enterococcus (n = 5), Staphylococcus (n = 3) and Pseudomonas aeruginosa (n = 2): they were still respectively sensitive to ampicillin, methicillin and ticarcillin.",0,0
"amoA Gene abundances and nitrification potential rates suggest that benthic ammonia-oxidizing bacteria and not Archaea dominate N cycling in the Colne Estuary, United Kingdom.",0,0
"Thus, although the phylogenetic and antigenic analyses showed no evidence of interspecies transmission between birds and swine, the results suggest that Korean H1 viruses have the potential to cause disease in mammals.",0,0
Cutaneous ulcerative lichen planus is usually found on the palmar or plantar surfaces and has only rarely been described elsewhere.,0,0
The sequences of heat shock protein 40 (DnaJ) homologs provide evidence for a close evolutionary relationship between the Deinococcus-thermus group and cyanobacteria.,0,0
"Background Molecular phylogeny has resolved the liverworts as the earliest-divergent clade of land plants and mosses as the sister group to hornworts plus tracheophytes, with alternative topologies resolving the hornworts as sister to mosses plus tracheophytes less well supported.",0,0
SUMMARY The beverage cash crop coffee (Coffea arabica L.) is subject to severe losses caused by the rust fungus Hemileia vastatrix.,0,0
"In phase 2, 20 autoclave-sterilized eyelid specula were inoculated with a clinically relevant dilution of adenovirus serovar 5 or herpes simplex type 2. Specula were randomized into either a cleaned or a control group, and cell cultures and immunofluorescence assays were used to document and confirm, respectively, viral growth.",0,0
"Two canine haemoplasma species have been recognised to date; Mycoplasma haemocanis (Mhc), which has been associated with anaemia in splenectomised or immunocompromised dogs, and ""Candidatus Mycoplasma haematoparvum"" (CMhp), recently described in an anaemic splenectomised dog undergoing chemotherapy.",0,0
"The Firmicutes and Cyanobacteria relative abundances in PPP and CTC (p < 0.05) were lower than those in CON, whereas the Bacteroidetes relative abundances in PPP and CTC were higher than those in CON.",0,0
"Turicella otitidis, a coryneform bacterium, has been associated with acute otitis media.",0,0
"Serum testing to detect allergen-specific IgE antibodies has been developed for dogs, cats and horses; this allows for the identification of allergens and determination of appropriate allergen- specific immunotherapies.",0,0
"The human health burden of foodborne infections caused by Campylobacter, Salmonella, and Vibrio parahaemolyticus in Miyagi Prefecture, Japan.",0,0
"Namibia, Bezerromyces gobabebensis on leaves of unidentified succulent, Cladosporium stipagrostidicola on leaves of Stipagrostis sp., Cymostachys euphorbiae on leaves of Euphorbia sp., Deniquelata hypolithi from hypolith under a rock, Hysterobrevium walvisbayicola on leaves of unidentified tree, Knufia hypolithi and Knufia walvisbayicola from hypolith under a rock, Lapidomyces stipagrostidicola on leaves of Stipagrostis sp., Nothophaeotheca mirabibensis (incl.",0,0
"All the revealed characteristics make the alga a new species of the genus Coccomyxa in the class Trebouxiophyceae, which we name Coccomyxa actinabiotis sp. nov.",0,0
Fermentation of quinoa and wheat slurries by Lactobacillus plantarum CRL 778: proteolytic activity.,0,0
"Hence, this study concerns the properties and possible application, in chlorotoluene removal, of three newly isolated environmental bacterial strains from the genera Pseudomonas, Raoultella and Rahnella.",0,0
"The present study is the first to verify the morphological similarities and ecomorphological relationships between three carangids (Oligoplites saurus, Oligoplites palometa and Trachinotus falcatus) and their associated plant models.",0,0
"Norway, Cuphophyllus flavipesoides on soil in semi-natural grassland, Entoloma coracis on soil in calcareous Pinus and Tilia forests, Entoloma cyaneolilacinum on soil semi-natural grasslands, Inocybe norvegica on gravelly soil.",0,0
"BACKGROUND
Determine the antibodies prevalence against Coxiella burnetii and Rickettsia conorii in Soria (Spain).",0,0
"A Quantitative Real-Time PCR Method to Detect the Quinoa Downy Mildew Pathogen, Peronospora variabilis.",0,0
The detection of Mannheimia haemolytica and Mycoplasma ovipneumoniae or parainfluenza virus type 3 and bovine respiratory syncytial virus antigen in the lavage samples was closely correlated with clinical disease.,0,0
"SUMMARY
Fungal extracts increase the cytotoxic activity of doxorubicin (Dox) in lung cancer cellsNuclear accumulation of Dox, DNA damage, and cell death as a mechanism of actionFungal extracts may potentiate the anticancer activity of conventional drugs.Abbreviations Used: A375: Human malignant melanoma cell line, A549: Human non small lung cancer cell line, DAPI: 4,6-Diamidino-2-phenylindole, DMEM: Dulbecco's Modified Eagle Medium, DMSO: Dimethylsulfoxide, Dox: Doxorubicin, DSBs: DNA double-strand breaks, E1: Neosartorya tsunodae KUFC 9213, E2: Neosartorya laciniosa KUFC 7896, E3: Neosartorya fischeri KUFC 6344, E4: Aspergillus similanensis KUFA 0013, E5: Neosartorya paulistensis KUFC 7894, E6: Talaromyces trachyspermum KUFC 0021, FBS: Fetal bovine serum, HCT116: Human colorectal carcinoma cell line, HEPES: (N-[2-hydroxyethyl] piperazine-N'- [2-ethane-sulfonic acid]), HepG2: Human hepatocellular carcinoma cell line, HT29: Human Caucasian colon adenocarcinoma Grade II cell line, IC50: Concentration of the extract or Dox that inhibits cell viability by 50%, LRP: Lung resistance-related protein, MCF7: Human breast adenocarcinoma cell line, MEM: Minimum Essential Medium Eagle, MRPs: Multidrug resistance-associated proteins, MTT: 3-(4,5-Dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide, PBS: Phosphate-buffered saline, NSCLC: Nonsmall cell lung cancer, P-gp: P-glycoprotein, ROS: Reactive oxygen species, RPMI: Roswell Park Memorial Institute Medium, TEM: Transmission electron microscopy, U251: Human glioblastoma astrocytoma cell line.",0,0
Class-specific antibody responses to early and late antigens of varicella and herpes simplex viruses.,0,0
"Capillaria aerophila, a trichuroid nematode causing pulmonary infections in wild and domestic carnivores, is occasionally and potentially poorly recognized in infections of humans due to clinicopathological mimicry and a lack of accurate, robust laboratory diagnostics.",0,0
"In this paper we use a multilocus dataset (mtDNA and two nuclear markers) in a geographically comprehensive population sample across Iberia and Western Europe to delineate candidate species in a morphologically cryptic species group, Parsley frogs (genus Pelodytes).",0,0
"SC-39026 is inactive against hog pancreatic elastase, bovine alpha-chymotrypsin and Pseudomonas aeruginosa elastase, but does inhibit human neutrophil cathepsin G with an IC50 of approximately 2.5 microM.",0,0
"Among these parasites Fasciola hepatica was the commonest (15.18 %) followed by Haemonchus contortus (11.32 %), Ancylostoma duodenale (10.36 %), Trichuris trichiura (9.15 %), Amphistome species (7.95 %), Moniezia expansa (6.98 %), Strongyloides stercoralis (4.57 %) and Balantidium coli (3.37 %).",0,0
"Plecoptera, new species, Amphinemura changbaishana, Amphinemura qiliana, new record, Amphinemura verrucosa, stoneflies, Changbaishan, Qilian Mountains, northern China",0,0
"We tested for an allelopathic effect of an introduced crucifer, Raphanus sativus, on a common neighboring legume, Lupinus nanus, on the legume's rhizobium affiliates, and on the broader soil community.",0,0
The multiplication stages of Trypanosoma (Herpetosoma) xeri in the liver of the Sudanese ground squirrel Xerus (Euxerus) erythropus.,0,0
"Activity of auditory receptors was recorded intracellularly in the 5th nerve of I thoracic ganglion in Tettigonia cantans, Metrioptera roeselii, M. bicolor, Platycleis albopunctata, Pholidoptera griseoaptera, and Phaneroptera falcata.",0,0
"Group treatment of amphibians and birds is common, but it is uncommon in reptiles and most mammals.",0,0
"The messenger RNA levels of two of them, Ap_SPLP and Ap_VP, were upregulated by Gram-positive bacterium Staphylococcus aureus and fungus Beauveria bassiana infections.",0,0
"Actinomyces sp. strain Chiba101, isolated from an arthritic leg joint of a pig raised in Japan, is a bacterium closely related to Actinomyces denticolens Here, we deciphered the complete genome sequence of Actinomyces sp. Chiba101 and the high-quality draft genome sequence of A. denticolens DSM 20671T.",0,0
"Two myotropic peptides termed locustatachykinin III and IV were isolated from 9000 brain-corpora cardiaca-corpora allata-suboesophageal ganglion extracts of the locust, Locusta migratoria.",0,0
"The relatedness among methanol-assimilating yeasts assigned to the genus Ogataea and neighboring taxa (Phylum Ascomycota, Subphylum Saccharomycotina, Class Saccharomycetes, Order Saccharomycetales) was determined from phylogenetic analyses of gene sequences for nuclear large and small subunit (SSU) rRNAs, translation elongation factor-1alpha and mitochondrial SSU rRNA.",0,0
"The soybean Williams 82 was transformed with the binary CRISPR/Cas9 plasmid, assembled with four sgRNA expression cassettes driven by the Arabidopsis thaliana U3 or U6 promoter, targeting different sites of these four SPL9 genes via Agrobacterium tumefaciens-mediated transformation.",0,0
"Here, we performed transcriptome analysis on soybean plants treated with the biocontrol agent Pythium oligandrum, a soilborne and non-pathogenic oomycete capable of inducing plant resistance against Phytophthora sojae infection.",0,0
The AMD group had a significantly lower level of Firmicutes and relatively higher levels of Proteobacteria and Bacteroidota compared to those in the control group.,0,0
